05/05/2024 14:38:12, add, high, 223126, Racelink 223126 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [400]  Q-Team VDK Racing , , 
05/05/2024 15:36:57, resolve, high, 213076, Racelink 213076 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 200 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 15, [483]  ORHES ARTHRITIS , , 
05/05/2024 15:36:57, resolve, high, 223266, Racelink 223266 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 200 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [181]  DEFI 181 , , 
05/05/2024 15:36:57, add, high, 223278, Racelink 223278 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 15:36:57, resolve, high, 222853, Racelink 222853 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 200 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [258]  Currus Racing , , 
05/05/2024 15:36:57, add, high, 222853, Racelink 222853 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [258]  Currus Racing , , 
05/05/2024 15:36:57, update, high, 223126, Racelink 223126 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 16, [400]  Q-Team VDK Racing , , 
05/05/2024 15:36:57, resolve, high, 222953, Racelink 222953 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 201 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [423]  Orhes - Motul - Miti , , 
05/05/2024 15:36:58, resolve, high, 222853, Racelink 222853 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 201 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [258]  Currus Racing , , 
05/05/2024 15:36:58, update, high, 222927, Racelink 222927 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [255]  DZ Racing By Acome , , 
05/05/2024 15:36:58, resolve, high, 222901, Racelink 222901 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 201 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [428]  BR Team , , 
05/05/2024 15:36:58, add, high, 222901, Racelink 222901 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [428]  BR Team , , 
05/05/2024 15:36:58, resolve, high, 223230, Racelink 223230 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 201 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [526]  GDL SPAIN , , 
05/05/2024 15:36:58, resolve, high, 222901, Racelink 222901 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 201 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [428]  BR Team , , 
05/05/2024 15:36:58, resolve, high, 222856, Racelink 222856 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 201 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [440]  No Limit Racing , , 
05/05/2024 15:36:59, resolve, high, 222899, Racelink 222899 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 202 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [488]  Ben Watches Milo , , 
05/05/2024 15:36:59, resolve, high, 222931, Racelink 222931 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 202 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [514]  Mazuin Sport , , 
05/05/2024 15:36:59, resolve, high, 225526, Racelink 225526 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 202 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [403]  Milo Racing , , 
05/05/2024 15:36:59, resolve, high, 224019, Racelink 224019 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 202 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [135]  Eagle Driver , , 
05/05/2024 15:36:59, resolve, high, 222933, Racelink 222933 average speed of 5 second(s) is no longer above 53 kph in areas [Pit Endurance] Total violation time: 202 seconds., PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [493]  Jusi Racing , , 
05/05/2024 15:36:59, resolve, high, 222927, Racelink 222927 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 203 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [255]  DZ Racing By Acome , , 
05/05/2024 15:37:00, update, high, 222851, Racelink 222851 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [538]  Trajectus , , 
05/05/2024 15:37:00, add, high, 222927, Racelink 222927 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [255]  DZ Racing By Acome , , 
05/05/2024 15:37:00, resolve, high, 224012, Racelink 224012 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 203 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [494]  Milo Iceman , , 
05/05/2024 15:37:00, resolve, high, 222977, Racelink 222977 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 203 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [18]  DPW Racing , , 
05/05/2024 15:37:00, add, high, 222878, Racelink 222878 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [161]  Orhes Motul Miti , , 
05/05/2024 15:37:00, update, high, 224001, Racelink 224001 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [474]  Defi O Savoyard , , 
05/05/2024 15:37:00, update, high, 223278, Racelink 223278 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 15:37:00, resolve, high, 222851, Racelink 222851 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 203 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [538]  Trajectus , , 
05/05/2024 15:37:00, add, high, 222859, Racelink 222859 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [72]  Sound of Quattro , , 
05/05/2024 15:37:00, resolve, high, 222855, Racelink 222855 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 203 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 15, [509]  Sans aucun doute , , 
05/05/2024 15:37:01, resolve, high, 222917, Racelink 222917 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 204 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [380]  Fun 4U by Acome , , 
05/05/2024 15:37:01, resolve, high, 223281, Racelink 223281 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 204 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [427]  SPEBOFF , , 
